Question,A,B,C,D,Correct Answer,Feedback / Explanation
The underwriting process includes which of the following?,Appraising the value of personal property,Determining the loan terms based on the location of the property,Reviewing the borrower’s history of payment of loans or rent on previous properties,Evaluating the borrower’s portfolio flaws,c,"A lender assesses risks by examining, or qualifying both borrower and property. In qualifying a borrower, an underwriter weighs the ability of the borrower to repay the loan. This requires an analysis of whether the borrower's income, cash resources, creditworthiness, net worth, and employment stability meet the lender's standards"
"Under the terms of the Equal Credit Opportunity Act, a lender may NOT do which of the following?","Ask applicants any question about their age, sex, religion, race, or national origin except as the law may require","Require that borrowers disclose all income, debt, cash, and net worth",Evaluate a loan applicant based on the applicant’s income and credit rating,Require that a borrower demonstrate creditworthiness,a,"The ECOA has prohibited a number of practices in mortgage loan underwriting. Including asking applicants any question about their age, sex, religion, race or national origin, except as the law may require"
Which of the following is a ratio used by lenders to determine whether or not the borrower has adequate means to make the periodic payments?,Net worth ratio,Demographic ratio,Debt ratio,Credit ratio,c,The debt ratio considers all of the monthly obligations of the income ratio plus any additional monthly payments the applicant must make for other debts. The lender will look specifically at minimum monthly payments due on revolving credit debts and other consumer loans
Which of the following statements is true under the general terms of a contract for deed?,"The seller retains the title, and the buyer receives possession and equitable title while making payments",The buyer will receive the title to the property at the closing of the transaction,The buyer will receive the title to the property and possession of the property at the closing of the transaction,The seller will retain possession of the property until 50% of the loan amount is paid,a,"Under a contract for deed arrangement, the seller retains title and the buyer receives possession and equitable title while making payments under the terms of the contract. The seller conveys title when the contract has been fully performed"
"Julio just purchased a house for $650,000 with a $600,000 mortgage loan and $50,000 cash downpayment.  Which of the following will Julio's lender most likely require Julio purchase?",Points insurance,Fannie Mae closing insurance,Private mortgage insurance,Appreciation insurance,c,"If a loan's LTV ratio is too high, a lender may require that the borrower purchase private mortgage insurance, commonly called PMI. This insurance secures whatever portion of the loan amount takes the LTV ratio above the typical ratio limit – which is usually 80% of the property's value. This protects the lender from the borrower's default – which can become more likely if the borrower has very little equity in the property."
"Which of the following is a pre-calculated, unchanging number that relates the principal and interest payment amount of a loan to the amount of the loan at a given interest rate and term?",A gross mortgage multiplier,An interest ratio,A private mortgage integral,A loan constant,d,"With the loan constant in hand, one can easily derive the amount of a loan from its principal and interest payment and the amount of the principal and interest payment from the loan amount."
Which of the following is the secondary loan market for American agricultural businesses?,Farmer Joe,Farmer Fran,Farmer Fred,Farmer Mac,d,"The Federal Agricultural Mortgage Corporation, or Farmer Mac. Farmer Mac (FAMC) is a federal agency whose central function is to increase the availability and affordability of credit for American agriculture and American rural communities."
Mortgage financing is the practice of,buying and selling mortgages as an investment vehicle,lending money to real estate investors to finance the purchase of mortgages,using borrowed funds secured by a mortgage or trust deed to purchase real estate,obtaining equitable title to real estate by buying promissory notes,c,"When a borrower gives a note promising to repay the borrowed money and executes a mortgage on the real estate for which the money is being borrowed as security, the financing method is called mortgage financing. The term ""mortgage financing"" also applies to real estate loans secured by a deed of trust"
What is a lien-theory state?,A state in which a lienor holds legal title to a secured property,A state in which a mortgage is considered to be a lien against a secured property,A state that allows a real estate owner's creditors to record liens against the owner's property,A state in which a lien is considered as a conveyance,b,States differ in their interpretation of who owns mortgaged property. Those that regard the mortgage as a lien held by the mortgagee (lender) against the property owned by the mortgagor (borrower) are called lien-theory states. Those that regard the mortgage document as a conveyance of ownership from the mortgagor to the mortgagee are called title-theory states. Some states interpret ownership of mortgaged property from a point of view that combines aspects of both title and lien theory
What is the function of a note in a mortgage or trust deed financing arrangement?,It is evidence of the lender's interest in the collateral property,It is evidence of ownership of the mortgage or trust deed,It contains the borrower's promise to maintain the value of the property given as collateral for a loan,It is evidence of the borrower's debt to the lender,d,A valid mortgage or trust deed financing arrangement requires a note as evidence of the debt
The document that provides evidence that a certain property is pledged as collateral for a loan is the,trust deed or mortgage,promissory note,loan commitment,collateral acknowledgment,a,A mortgage is a legal document stating the pledge of the borrower (the mortgagor) to the lender (the mortgagee). The mortgage document pledges the borrower's ownership interest in the real estate in question as collateral against performance of the debt obligation
The borrower in a mortgage loan transaction is known as the,mortgagee,mortgagor,lienor,trustee,b,"The mortgagor is the borrower and the mortgagee is the lender. As a memory aid, notice that ""lender"" and ""mortgagee"" both have two ""e""s. ""Mortgagor"" and ""borrower"" both have two ""o""s"
"If a borrower obtains an interest-only loan of $750,000 at an annual interest rate of 8%, what is the monthly interest payment?","$7,200 ","$6,250 ",$420 ,"$5,000 ",d,"$750,000 x 0.08 / 12 = $5,000"
"If a borrower's monthly interest payment on an interest-only loan at an annual interest rate of 9% is $3,750, how much was the loan amount?","$405,000 ","$500,000 ","$5,000,000 ","$465,000 ",b,"$3,750 x 12 / 0.09 = $500,000"
"A borrower of a $950,000 interest-only loan makes annual interest payments of $83,125.  What interest rate is the borrower paying?",8.75%,7.29%.,.729 %.,9.13%,a,"$83,125 ÷ $950,000 = .0875 = 8.75%"
How much is a discount point?,.1% of the loan amount,1% of the loan amount,10% of the loan amount,It depends on the interest rate and the loan amount,b,"A discount point is one percent of the loan amount. Thus, one point on a $100,000 loan equals $1,000"
Which of the following is true of an amortizing loan?,The amount of annual interest paid is the same for every year of the loan term,Part of each periodic payment is applied to repayment of the loan balance in advance and part is applied to payment of interest in arrears,"Except for any points that may be paid, the interest on the loan balance is usually paid in advance",The interest rate is reduced each year to maintain equal payments even though the outstanding loan balance is smaller,b,"In an amortizing loan, part of the principal is repaid periodically along with interest, so that the principal balance decreases over the life of the loan. The annual interest is never the same, since the principal balance to which the interest rate applies changes every year. Interest on a loan is always paid in arrears, not in advance"
"For a loan that is not backed by the Federal Housing Administration or Veterans Administration, and for which the borrower is making a down payment of less than 20%, the lender is likely require the borrower to obtain",a subrogation agreement,private mortgage insurance,a letter of credit,a co-signer on the note,b,"The lender may require the borrower to obtain private mortgage insurance, or PMI. Mortgage insurance protects the lender against loss of a portion of the loan (typically 20-25%) in case of borrower default. Private mortgage insurance generally applies to loans that are not backed by the Federal Housing Administration (FHA) or Veterans Administration (VA) and that have a down payment of less than 20% of the property value"
What is a loan-to-value ratio?,The percentage of a lender's portfolio that is composed of mortgage loans,The ratio of borrowed principal plus total interest to the appraised value of the collateral property,The ratio of a lender's return on a mortgage loan to the value of the collateral property,The fraction of the appraised value of the property offered as collateral which the lender is willing to lend,d,"The relationship of the loan amount to the property value, expressed as a percentage, is called the loan-to-value ratio, or LTV. If the lender's loan to value ratio is 80%, the lender will lend only $80,000 on a home appraised at $100,000. The difference between what the lender will lend and what the borrower must pay for the property is the amount the borrower must provide in cash as a down payment"
The difference between what a borrower has to pay to purchase a property and the amount a lender will lend on the property is the,loan-to-value ratio,lender's profit margin,buyer's down payment,origination fee,c,Price less loan is the down payment. This is also the buyer's initial equity
The Equal Credit Opportunity Act prohibits a lender from,refusing a loan because the property is located in a certain area,including income from self-employment in the borrower's qualifying income,requiring both spouses to sign the loan application form,refusing a loan because a borrower has a defective credit report,a,"The Equal Credit Opportunity Act (ECOA) requires a lender to evaluate a loan applicant on the basis of that applicant's own income and credit rating, unless the applicant requests the inclusion of another's income and credit rating in the application. In addition, ECOA has prohibited a number of practices in mortgage loan underwriting, including refusing a loan based on an applicant’s demographic characteristics"
"A loan applicant has an annual gross income of $36,000. How much will a lender allow the applicant to pay for monthly housing expense to qualify for a loan if the lender uses an income ratio of 28%?","$2,160 ",$840 ,"$1,008 ",$720 ,b,"$36,000 x 0.28 / 12 = $840 per month"
"If a lender discovers that an applicant for a mortgage loan has borrowed the down payment from a relative and has to repay that loan, the lender is likely to",refuse the application,adjust the applicant's debt ratio calculation and lower the loan amount,increase the loan amount to enable the borrower to pay off the loan to the relative,require the borrower to make payments to an escrow account for repayment of the relative's loan,b,"If someone such as a relative is lending an applicant a portion of the down payment with a provision for repayment, a lender will consider this another debt obligation and adjust the debt ratio accordingly. This can lower the amount a lender is willing to lend"
The Federal Reserve's Regulation Z applies to which loans?,All loans,All loans secured by real estate,All loans secured by a residence,"All loans over $25,000",c,"Regulation Z applies to all loans secured by a residence. It does not apply to commercial loans or to agricultural loans over $25,000. Its provisions cover the disclosure of costs, the right to rescind the credit transaction, advertising credit offers, and penalties for non-compliance with the act"
"If a particular loan falls under Regulation Z's right of rescission provision, ",the lender has the right to change the terms of the loan within a certain period,the lender has the right to accelerate repayment of the loan because of a change in the borrower's credit status,the borrower has the right to pay off the loan ahead of schedule with no penalty,the borrower has a limited right to cancel the transaction within a certain period,d,"A borrower has a limited right to cancel the credit transaction, usually within three days of completion of the transaction. The right of rescission does not apply to ""residential mortgage transactions,"" that is, to mortgage loans used to finance the purchase or construction of the borrower's primary residence. It does, however, apply to refinancing of mortgage loans, and to home equity loans. State law may require a rescission period and notice on first mortgage loan transactions as well"
"Under the Equal Credit Opportunity Act, a lender, or a real estate agent who assists a seller in qualifying a potential buyer, may not",tell a rejected loan applicant the reasons for the rejection,ask the buyer/borrower about his/her religion or national origin,ask the buyer/borrower to explain gaps in his/her employment history,use a credit report if the loan applicant disputes any information in the report,b,"ECOA prohibits discrimination in extending credit based on race, color, religion, national origin, sex, marital status, age, or dependency upon public assistance. A creditor may not make any statements to discourage an applicant on the basis of such discrimination or ask any questions of an applicant concerning these discriminatory items. A real estate licensee who assists a seller in qualifying a potential buyer may fall within the reach of this prohibition"
A conventional mortgage loan is one that is,backed by the Federal National Mortgage Association,insured under Section 203(b) of the Federal Housing Administration loan program,guaranteed by the Government National Mortgage Association,not FHA-insured or VA-guaranteed,d,"A conventional mortgage loan is a permanent long-term loan that is not FHA-insured or VA-guaranteed. FNMA does not ""back"" loans; FHA only insures FHA loans; and the VA, not GNMA guarantees loans"
The assumability of an FHA-insured loan is,unrestricted,limited by when the loan was originated and by the type of property,limited to owner-occupied properties,prohibited on all existing loans under current regulations,b,Rules for assumability vary according to when the FHA-insured loan was originated and whether the original loan was for an investment property or an owner-occupied principal residence
A VA certificate of eligibility determines,whether an individual is a veteran,the maximum loan amount an approved lender can give to veterans,how much of a loan the VA will guarantee,whether a lender is approved to issue VA-guaranteed loans,c,A veteran must apply for a Certificate of Eligibility to find out how much the VA will guarantee in a particular situation
"A borrower obtains a 30-year, fully amortizing mortgage loan of $300,000 at 8%.  What is the principal balance at the end of the loan term?","$18,000 ","$300,000 ",$220 ,Zero,d,"In a fully amortizing mortgage, the principal balance is zero at the end of the term"
Which of the following describes a purchase money mortgage financing arrangement?,A bank gives a buyer a senior mortgage loan that fully covers the cost of purchasing the property,The buyer gives the seller a mortgage and note as part of the purchase price of the property,A land trust holds title to the property while the buyer makes periodic installment payments to the seller,The seller uses the purchase money obtained from the buyer's mortgage loan to repay the seller's outstanding loan balance,b,"With a purchase money mortgage, the borrower gives a mortgage and note to the seller to finance some or all of the purchase price of the property. The seller in this case is said to ""take back"" a note, or to ""carry paper,"" on the property"
"Barry is borrowing 300,000 at 5% for 30 years. The loan constant for this loan is 5.37. What will Barry have to pay for principal and interest each month?",$537 ,"$1,500 ","$1,537 ","$1,611 ",d,"$300,000/1,000 is 300 units times the loan constant of 5.37 = $1,611"
"Barry, from the previous question, is buying a house that appraises for $375,000, but the lender will lend him no more than $300,000, in spite of Barry’s excellent income, debt and credit qualifications. This is most likely because",the lender’s loan-to-value (LTV) ratio is fixed at 80%.,the loan constant determines the maximum loan.,"the lender limits all loans to $300,000.",the lender believes the appraised value is inflated.,a,"To protect further against loss, a lender will usually lend only a portion of the property's value. The relationship of the loan amount to the property value, expressed as a percentage, is called the loan-to-value ratio, or LTV. If the lender's loan to value ratio is 80%, the lender will lend only $80,000 on a home appraised at $100,000. The difference between what the lender will lend and what the borrower must pay for the property is the amount the borrower must provide in cash as a down payment."
"All investors desire their investments to increase in value. However,",the degree of return is inversely related to the degree of risk,"the more the investor stands to gain, the greater the risk that the investor may lose",investments requiring intense management have lesser returns,"the more liquid an investment is, the greater the chances are that the investment will not appreciate",b,"The general rule in investments is that the safer the investment, the more slowly it gains in value. The more you want it to gain, and the more quickly, the more you must risk losing it. Reward in investing corresponds directly to the degree of risk"
Two of the rewards that investments offer are,income and tax benefits,negative leverage and appreciation,appreciation and taxation,positive leverage and prestige,a,"The basic financial rewards of an investment include income, appreciation in asset value, positive borrowing leverage, and tax benefits"
An investor invests in fifteen diversified bond funds. This is an example of an investment in,money,equity,debt,real estate,c,"A debt investment is one in which an investor buys a debt instrument. Examples are bonds, notes, mortgages, and bond mutual funds. The basic reward comes in the form of interest. Debt investments are usually riskier than money investments and less risky than stocks or real estate"
"A real estate investment can take a long period of time to sell. For the investor, this means that real estate is",management intensive,insensitive to marketing,vulnerable to seller's markets,relatively illiquid,d,Real estate is by nature more difficult to convert to cash than many other types of investment. Compare the selling of a home with the ease of drawing money out of a bank account or selling a stock
"Compared to a stock portfolio, a real estate investment would be considered",a riskier investment,a more management-intensive investment,a shorter-term investment,a more leveraged investment,b,"Real estate tends to require a high degree of investor involvement in management of the investment. Even raw land requires some degree of maintenance to preserve its value. Improved properties often require extensive management, including repairs, maintenance, onsite leasing, tenant relations, security, and fiscal management"
"Six investors purchase a shopping center. One investor manages the tenants and another handles the marketing and leasing. Two investors manage accounting and finance, and the remaining two run the management office. This is a possible example of",a general partnership,a limited partnership,a real estate investment trust,an investment conduit,a,A general partnership is a syndicate in which all members participate equally in managing the investment and in the profits or losses it generates
Taxable income produced by an income property is,gross income minus expenses plus land and building depreciation,gross income minus expenses minus land and building depreciation,gross income minus building depreciation plus land depreciation,gross income minus expenses minus building depreciation,d,"Taxable income from investment real estate is the gross income received minus any expenses, deductions or exclusions that current tax law allows. Depreciation of land is not allowed"
"As a general rule, in deriving taxable income on an investment property, it is legal to",deduct principal and interest payments from income,deduct principal payments from income,deduct interest payments from income,deduct principal and interest payments from income and capital gain,c,Taxable income is net operating income minus all allowable deductions. The interest portion of debt service is allowed and is deducted from Net Operating Income as interest expense. Principal repayment is not an allowable deduction on investment properties. Capital gain derivation does not involve interest or principal payments
Which of the following is true of the tax treatment of a principal residence?,The owner may deduct the property's interest and principal from ordinary income,The owner may depreciate the property and deduct depreciation expenses,The owner can deduct any capital gain when the property is sold,The owner may be able to exclude capital gain from taxable income when the property is sold,d,"When real estate, whether non-income or income, is sold, a taxable event occurs. If the sale proceeds exceed the original cost of the investment, subject to some adjustments, there is a capital gain that is subject to tax. Tax law provides an exclusion of $250,000 for an individual taxpayer and $500,000 for married taxpayers filing jointly. The exclusion of gain from sale of a residence can be claimed every two years, provided the taxpayer:  1. owned the property for at least two years during the five years preceding the date of sale;  2. used the property as principal residence for a total of two years during that five-year period;  3. has waited two years since the last use of the exclusion for any sale"
"An investment property seller pays $14,000 in closing costs. These costs",may be deducted from personal income,may be deducted from the property's income,may be deducted from the sale price for gains tax purposes,may be deducted from the adjusted basis for gains tax purposes,c,"Selling costs include such expenses as brokerage commissions, relevant advertising, legal fees, seller-paid points and other closing costs. These costs are deducted from the selling price to get the amount realized, which is reduced by the adjusted basis to calculate gain on sale for gains tax purposes"
Capital gain tax is figured by multiplying one's tax bracket times,the sum of the beginning basis plus gain,the difference between net sale proceeds and adjusted basis,the sum of net sale proceeds and capital gain,the difference between net sale proceeds and capital gain,b,"The IRS defines gain on the sale of a home as amount realized from the sale minus the adjusted basis of the home sold. The amount realized, also known as net proceeds from sale, is expressed by the formula: sale price - cost of sale = amount realized"
Cash flow is a measure of how much pre-tax or after-tax cash an investment property generates. To derive cash flow it is therefore necessary to exclude,cost recovery expense,interest expense,loan principal payments,net operating income,a,"Cash flow is the difference between the amount of actual cash flowing into the investment as revenue and out of the investment for expenses, debt service, and all other items. Cash flow concerns cash items only, and therefore excludes depreciation (cost recovery), which is not a cash expense"
One way investors measure the yield of an investment is by,dividing net operating income by cash flow,multiplying the investor's required yield times after-tax cash flow,dividing cash flow by the investor's equity,multiplying cash flow times the price paid for the property,c,cash flow ÷ equity = return on equity (ROE)
Conservation of capital refers to,"preserving, through low-risk investments, the original amount invested",increasing the value of the original investment over an amount of time,investing only in low cost and safe investment entities,getting conservative advice from your financial planner,a,"With any investment, one wants the original investment to grow, without losing it. This idea is called conservation of capital"
Which of the following statements describes the general rule of investing?,"The safer the investment, the slower the gain","The larger the company, the safer the investment","The less the cost per share, the safer the investment","The riskier the investment, the greater the gain",a,"The general rule in investments is that the safer the investment, the more slowly it gains in value. The more you want it to gain, and the more quickly, the more you must risk losing it"
Which of the following terms is an example of an investment that is considered to be “liquid”?,Real estate investment trust,IRA,Cash,Stocks and mutual funds,c,"The most liquid form of financial investment is generally cash, since cash is itself a medium of exchange and people always want it"
Which of the following may add value to one’s financial investment over a period of time?,Appreciation,Depreciation,Liquidity,Market risk,a,Your invested asset itself may gain value over time because of an increase in market demand for it
Investment risks include,changes in demographics,changes in the value of money as an exchange medium,changes in the office staff of the company you have invested in,changes in federal laws,b,"Changes in the value of money as an exchange medium, such as through inflation, may decrease the practical value of your invested resource"
Which of the following occurs when an investor is required to add to the investment just to keep it in place?,Increased equity,Added value,Positive leverage,Negative leverage,d,"An invested asset may fail to appreciate as expected. It may even decline in value. Perhaps even worse, the investor may be called on to add to the investment just to maintain a required level of equity in the investment.   The loss of value of a an asset that is partially financed is called negative leverage"
Investing in an income-producing property would NOT include which of the following?,A 6-flat in a residential community,A retail store in a strip mall,The investor’s primary residence,An office building in a downtown location,c,"Non-income property is a residential property used as the investor’s primary residence. Income property owned specifically for the investment rewards include multi-family residential properties, retail stores, industrial properties, and office buildings"
Investing in real estate is always subject to which of the following risk factor?,Capital gains,Tax deductions,Tax law changes,Liquidity,c,"Capital put into real estate is always subject to the full range of risk factors: market changes, income shortfalls, negative leverage, tax law changes, and poor overall return"
Which of the following investment entities can comprise a real estate syndicate?,A general partnership ,An individual,A private investor,A sole proprietor,a,"A real estate syndicate is a group of investors who combine resources to buy, develop, and/or operate a property.  A general partnership is a syndicate in which all members participate equally in managing the investment and in the profits or losses it generates"
Taxable income from investment real estate is,total income less expenses and cost of vacancies,gross income minus depreciation,"gross income minus expenses, deductions and exclusions per tax law",all rents collected,c,"Taxable income from investment real estate is the gross income received minus any expenses, deductions or exclusions that current tax law allows. Depreciation is also considered a deductible expense.  Taxable income from real estate is added to the investor's other income and taxed at the investor's marginal tax rate"
"Cost recovery, or depreciation, allows the owner of income property to deduct a portion of the value of the property’s improvements from gross income over the life of the asset.  The depreciable life of the asset is defined by",tax law,the age of the property at purchase,the year built plus the number of years to date,the age of the property at sale,a,"Cost recovery, or depreciation, allows the owner of income property to deduct a portion of the property's value from gross income each year over the life of the asset. The ""life of the asset"" and the deductible portion are defined by law"
Section 1031 (Starker) Exchanges are a way to defer taxes on the sale of investment property.  Tax on any gain is deferred until,the property is sold and not exchanged,any mortgage on the property is paid in full,owners qualify for regular tax exemptions,ten years after the 1031 Exchange closing date,a,"An investor can sometimes defer the reporting of gain or loss, and, hence, taxation of gain, by participating in an exchange of like-kind assets. The legislation that deals with like-kind exchanges is contained in Section 1031 of the IRS code. Tax on gain is deferred until the investment or business property is sold and not exchanged"
"Appreciation is the increase in the value of an asset over time.  For residential property, a simple formula to estimate total appreciation is",current value plus or minus the price at the time the property is ultimately sold,current value minus original purchase price,original purchase price plus cost of improvements,total cost of improvements over time of ownership minus current value,b,Appreciation is the increase in value of an asset over time. A simple way to estimate appreciation on a primary residence is to subtract the price originally paid from the estimated current market value
Taxable income is,current market value minus depreciation and expenses for the current tax year,original purchase price minus any loss on the market value for the current tax year,net operating income minus all allowable deductions,gross income minus depreciation,c,"The owner's tax liability on taxable income from the property is based on taxable income rather than cash flow, or income received minus any expense deductions allowed by current tax law (including depreciation)"
"What is the total appreciation of a property that was purchased ten years ago for $300,000 and has a current market value of $325,000?","$325,000 ","$300,000 ","$25,000 ","$350,000 ",c,A simple way to estimate appreciation on a primary residence is to subtract the price originally paid from the estimated current market value: Current value - original price = total appreciation
The interest on a home equity loan is deductible only if the loan proceeds were used to,pay off credit card debt and/or any outstanding debt on which interest was due,"buy, build or make big improvements to the home that secures the loan",purchase a second or vacation home,assist family members with the purchase of a home,b,"The interest on a home equity loan may be deducted only if the loan is used to “buy, build or substantially improve” the home that secures the loan. Principal payments on a loan are not deductible"
Which of the following is the primary tax benefit available to the owner of a non-income property?,The annual deduction for the full mortgage payment,The portion of annual mortgage payment that goes to repay the principal,The depreciation amounts available for non-income properties,The annual deduction for mortgage interest,d,"The primary tax benefit available to the owner of a non-income property is the annual deduction for mortgage interest, assuming the owner itemizes deductions. The portion of mortgage payments applied to principal must be subtracted to determine the amount paid for interest. Principal repayment is not deductible"
"If married taxpayers filing jointly qualified for the gains tax exclusion, what would be the amount of capital gains due on their principal residence if the original purchase price was $300,000 and the recent sale price was $425,000?",$0 ,"$125,000 ","$425,000 ","$500,000 ",a,"Tax law provides an exclusion of $250,000 for an individual taxpayer and $500,000 for married taxpayers filing jointly"
Which of the following expenses would NOT be considered in calculating the adjusted basis of a property for tax purposes?,family room addition,new driveway,new living room furniture,new garage door and opener,c,The beginning basis is increased or decreased by certain types of expenditures made while the property is owned. Basis is increased by the cost of capital improvements made to the property
Tax law provides for exclusions for individual and married taxpayers for capital gains purposes.  Those exclusion amounts are,"individual $250,000; married taxpayer $500,000","individual $325,000; married taxpayer $750,000","individual $100,000; married Taxpayer $250,000","individual $200,000; married Taxpayer $400,000",a,"Tax law provides an exclusion of $250,000 for an individual taxpayer and $500,000 for married taxpayers filing jointly"
Which of the following is required for a capital gains tax exclusion for individuals and married taxpayers?,The taxpayer must own the property for at least one of the last three years prior to the date of sale,The taxpayer must use the property as a principal residence for at least two years during the five years preceding the date of sale,The taxpayer must not occupy the property,The taxpayer must own and occupy the property for a period of 12 months and sell it at a loss  from the original purchase price,b,"The exclusion of gain from sale of a residence can be claimed every two years, provided the taxpayer: 1. owned the property for at least two years during the five years preceding the date of sale; 2. used the property as principal residence for a total of two years during that five-year period; 3. has waited two years since the last use of the exclusion for any sale"
Cash flow is defined as,income minus expenses and debt service,the total sum of all income flowing into the investment ,the total monthly income from the investment offset by 2/3 of the monthly expenses,the total monthly income from the investment offset by ½ of the monthly expenses,a,"Investors are generally concerned with cash flow which is defined as the difference between the amount of actual cash flowing into the investment as revenue and out of the investment for expenses, debt service and all other items"
Taxable income is net operating income minus all allowable deductions.  Those allowable deductions include all of the following with the exception of,depreciation,mortgage interest,mortgage principal,utility expenses,c,"Taxable income is net operating income minus all allowable deductions. Cost recovery expense is allowed as a deduction, while allowances for reserves and payments on loan principal payback are not allowed"
Net operating income (NOI) is defined as,the income remaining after payment of all expenses,gross income minus expenses before debt service,gross income minus all debt service and depreciation,income from rents and tenant portions of payment for utilities and taxes,b,NOI is defined as the gross income minus expenses before debt service
A real estate syndicate is defined as,a group of two or more people whose purpose is to invest in real estate to generate income,a closed group of people who own real estate,a system whereby real estate investors can exchange information,"similar to an MLS, a compilation of listings that are available for investment",a,"A real estate syndicate is a group of investors who combine resources to buy, develop, and/or operate a property"
A Real Estate Mortgage Investment Conduit (REMIC) is,a group of mortgage brokers whose goal is to reach more potential clients,an office within any of the large banking institutions that focuses only on private mortgage investors,a form of partnership created to hold a pool of mortgages secured by real property,a group of potential purchasers of real estate who individually do not qualify for a mortgage,c,"A REMIC is a kind of partnership entity formed to hold a fixed pool of mortgages that are secured by real property. The entity issues two kinds of interest. Holders of residual interests are treated, for tax purposes, as partners. Holders of regular interests are regarded as owning debt instruments"
After-tax cash flow is defined as ,pre-tax cash flow minus tax liability,pre-tax cash flow minus debt service minus depreciation,NOI minus debt service,NOI minus tax liability,a,"After-tax cash flow is cash flow (NOI – debt service) minus tax liability, which is derived by accounting for depreciation, reserves, interest, and principal payments"
Passive investment activities are defined as,those in which the investor does not actively participate,investment activity that requires the investor to take a role in the management of the company,"investments that require no monitoring, but report activity on an annual basis",those which have no active investors,a,"Passive activities are business activities in which the taxpayer does not materially participate, including interests in limited partnerships and rental activities; losses from such activities can be used to offset income from other passive activities"
"REO, or “real estate owned” is a term used",primarily by lenders to indicate that the property is owned by the bank through foreclosure,to indicate which properties are owned v. rented,to indicate that a Realtor ® owns a property,as a designation that indicates “Real Estate Owner”.,a,REO – real estate owned is a term used primarily by lenders to indicate that the property is owned by the bank through default
"When contemplating an investment, all of the following are important risk factors to consider EXCEPT",changes in demand,changes in the value of money,changes in interest rates,changes in title,d,"Investment risks come from a variety of general sources, including the market, business operations, the value of money, and changes in the interest rate"
"When an investment property generates less income than the amount the investor has to pay a lender to finance the investment, the investor suffers from",negative amortization,negative leverage,a reverse mortgage,a debt investment,b,"Leveraging is borrowing funds in order to make an investment that is larger than your own resource permits you to do directly. In negative leverage situations, your cost of borrowing funds to make the investment becomes greater than the income the investment returns to you"
An individual buys a small office building as an investment and participates actively in the management and operation of the building. This is an example of,syndication,equity investment,direct investment,illiquidity,c,"Individuals, corporations or other investor entities may invest as active investors in a property by buying it directly and taking responsibility for managing and operating the property. This is called a direct investment"
Which of the following best describes a Real Estate Investment Trust?,Investors are partners in an entity that sells pools of mortgages secured by real property,"Investors are general partners who pool cash resources to buy, develop and operate a property",Owners of an income property convey title in the property to a land trust as a tax shield,Investors own shares in a trust that receives 75% of its income from real estate investments,d,A trust must receive at least 75% of its income from real estate to qualify as a REIT
Cost recovery is allowed as a federal tax deduction on,principal residences,income properties,land,land and improvements,b,"Cost recovery, or depreciation, allows the owner of income property to deduct a portion of the property's value from gross income each year over the life of the asset. Principal residences cannot be depreciated (unless portions are treated as a home office.) Further, land cannot be depreciated"
"A homeowner paid $285,000 for a house three years ago.  The house sells today for $339,000. How much has the property appreciated?",23%,77%,19%,123%,c,"Appreciation as a per cent can be estimated by (1) subtracting the estimated current market value from the price originally paid (339,000 - 285,000 = 54,000) and (2) dividing the result by the original price (54,000 / 285,000 = . 19 or 19%)"
The primary tax benefit in owning a non-income property such as a residence is,depreciation of improvements,appreciation of land,a deduction for costs of operating the property,a deduction for mortgage interest,d,"Deducting mortgage interest is a significant tax advantage of owning one's residence. Depreciation and cost-deductions do not apply to a non-income producing residence. Appreciation is a benefit, but not a tax benefit"
"A house sold for $350,000.  The seller paid a brokerage commission of six percent, legal fees of $600, and had other closing costs of $3,000.  What are the net proceeds from the sale?","$343,000 ","$329,000 ","$346,400 ","$325,400 ",d,"Amount realized. The amount realized, also known as net proceeds from sale, is expressed by the formula:  sale price - cost of sale = amount realize. Sale price: $350,000. Cost of sale: 6% (350,000 x 0.06 = $21,000) + $600 + $3,000 = $24,600. Net proceeds of sale: $325,400   "
"A homeowner bought a house five years ago for $250,000.  Since then, the homeowner has spent $6,000 to pave the driveway and has added a central heating/air-conditioning system at a cost of $10,000.  What is the homeowner's adjusted basis if the house is sold today?","$260,000 ","$266,000 ","$256,000 ","$234,000 ",b,"The beginning basis is the cost of acquiring a property. Basis is increased by capital improvements and decreased by depreciation. The basic formula for adjusted basis is Beginning basis ($250,000) + capital improvements ($6,000 + $10,000) - depreciation ($0) = adjusted basis ($266,000)"
"A homeowner sold her house and had net proceeds of $191,000.  Her adjusted basis in the home was $176,000. She immediately bought another house for $200,000.  What was her capital gain?","$191,000 ","$9,000 ","$15,000 ",None,c,"Gain on sale. The gain on sale of a primary residence is represented by the basic formula:  amount realized (net sales proceeds) - adjusted basis = gain on sale.  $191,000 - $176,000 = $15,000"
"After three years of owner-occupancy, a young homeowner sells his principal residence for a gain of $150,000, and the next month buys another principal residence that costs more than the adjusted sale price of the old home.  Which of the following is true of the treatment of the tax on gain?",There is no taxable gain,It must be paid in the year of the sale,The homeowner may choose to pay it or defer it,Tax is due on the difference between the cost of the new home and adjusted basis of the old one,a,"There is no taxable gain because the gain falls under the exclusion limit of $250,000. Tax law provides an exclusion of $250,000 for an individual taxpayer and $500,000 for married taxpayers filing jointly on the gain from sale of a principal residence. The seller must have owned the property for at least two years during the five years preceding the date of sale; used the property as principal residence for a total of two years during that five-year period; and have waited two years since the last use of the exclusion for any sale"
