Question,A,B,C,D,Correct Answer,Feedback / Explanation
Which of the following describes a limitation of the income approach?,It fails to account for operating expenses,It provides a weak basis for estimating market value,It is difficult to determine an appropriate capitalization rate,It is used by investors themselves to determine how much they should pay,c,"The income capitalization approach is limited in two ways. First, it is difficult to determine an appropriate capitalization rate. This is often a matter of judgment and experience on the part of the appraiser. Secondly, the income approach relies on market information about income and expenses, and it can be difficult to find such information"
An appraiser may estimate potential gross rental income using ,capitalization rates,current market rental rates,gross rent multipliers,vacancy and credit losses,b,"Total potential rent can be derived by multiplying current rental rates for each type of unit in a complex times the number of units of each type.  Other income (laundry machines, vending, etc.) can be added to that number to derive total potential income"
The capitalization rate is ,an estimate of the rate of return an investment property will appreciate,an estimate of the rate of return an investor will demand on the investment,an estimate of accrued depreciation,the interest rate a lender will charge an investor,b,The capitalization rate is an estimate of the rate of return an investor will demand on the investment of capital in a property such as the subject.  A property’s cap rate can also be derived by dividing net income by its value
An appraiser obtains an indication of value from the income capitalization method by ,dividing the gross income for the subject by the capitalization rate,dividing the net operating income for the subject by the capitalization rate,multiplying the net operating income for the subject by the capitalization rate,subtracting the net operating income for the subject by the capitalization rate,b,An appraiser obtains an indication of value from the income capitalization method by dividing the estimated net operating income for the subject by the selected capitalization rate
The gross rent multiplier (GRM) is used primarily for which types of properties? ,income properties,shopping centers,industrial properties,single-family home rentals,d,The gross rent multiplier (GRM) and gross income multiplier (GIM) approaches are simplified income-based methods used primarily for properties that produce or might produce income but are not primarily income properties. Examples are single-family homes and duplexes
The advantage of the gross income multiplier (GRM) is that ,it offers a relatively quick indication of value using an informal methodology,it considers variables such as vacancies,it considers variables such as operating expenses,it is more reliable than other methods,a,"The advantage of the income multiplier is that it offers a relatively quick indication of value using an informal methodology. However, the approach leaves many variables out of consideration, such as vacancies, credit losses, and operating expenses"
Which of the following describes the formula used to calculate the gross income multiplier (GIM)? ,GIM x Subject gross annual income = estimated value ,Price divided by Gross annual income = GIM,Price divided by Gross monthly income = GIM,Effective gross income minus total operating expenses ,b,The gross income multiplier for a property is: Price divided by Gross annual income = GIM
Which of the following statements is true regarding the Uniform Standards of Professional Appraisal Practice (USPAP)?,"USPAP is a set of standards, guidelines, and accepted practices for the appraisal industry",USPAP established the criteria for appraisal certification,"USPAP, in addition to appraisers, also regulates real estate licensees",USPAP is also known as Title XI,a,"The Uniform Standards of Professional Appraisal Practice (USPAP) is a set of standards, guidelines, and provisions for the appraisal industry"
Which of the following identifies the steps in the sales comparison approach?,Land value plus depreciated reproduction or replacement cost of improvements,Value = NOI divided by the capitalization rate,"Compare sale prices, adjust comparables to account for differences with the subject",Price divided by gross annual income,c,"The steps in the sales approach are as follows: Compare sale prices, adjust comparables to account for differences with the subject"
Which of the following identifies the steps in the income approach?,Land value plus depreciated reproduction or replacement cost of improvements,Value = NOI divided by the capitalization rate,"Compare sale prices, adjust comparables to account for differences with the subject",Price divided by gross annual income,b,The steps in the income approach are as follows: Value = NOI divided by the capitalization rate
Title XI of FIRREA requires that competent individuals whose professional conduct is properly supervised perform,all real estate related activities,all closings,all appraisals used in federally related transactions,all CMAs used by sellers to determine the listing price,c,Title XI of FIRREA requires that competent individuals whose professional conduct is properly supervised perform all appraisals used in federally related transactions
Which of the following organizations develop the standards for measuring gross living area?,American National Standards Institute and Fannie Mae,Freddie Mac and Appraisal Institute,National Association of REALTORS & Uniform Standards of Professional Appraisal Practice,Farmer Mac and Department of Housing and Urban Development,a,ANSI and Fannie Mae standards. ANSI (American National Standards Institute) and Fannie Mae are the two most prominent organizations which originate and propound modern measuring standards in national real estate practice. Current living area measurement standards can be found in ANSI and Fannie Mae literature. The following guidelines are general and not intended to be rigid or comprehensive. Practitioners must always be aware of and follow local measurement standards.
What is the minimum ceiling height to be considered living area?  Assume there is not a sloped ceiling.,6 feet,7 feet,9 feet,10 feet,b,"Minimum ceiling height for living area is 7 feet. In two-story properties (or more) with sloped ceilings, at least 50% of the ceiling area must have a height of 7 feet or more."
"A person paid $150,000 for a house with the intention of renting it out for $1,000 per month.  The economic principle that led the person to pay this price based on the property's ability to generate this future income is known as",substitution,anticipation,supply and demand,utility,b,"Anticipation is the value principle that a buyer will pay a price based on the benefits the buyer expects to derive from a property over a holding period. For example, if an investor anticipates an annual rental income from a leased property to be one million dollars, this expected sum has a direct bearing on what the investor will pay for the property"
Which of the following situations illustrates the principle of contribution?,A homebuyer makes a down payment of 20% instead of the 10% the lender requires,"A homeowner adds a third bathroom to a house and thereby increases the appraised value by $10,000","The appraised value of a house goes up by $20,000 over a two-year period because of the prices recently paid for other houses in the neighborhood","Because of a decline in mortgage interest rates, a homeowner in a certain market is able to list her house at a higher price",b,"The principle of contribution focuses on the degree to which a particular improvement affects market value of the overall property. In essence, the contribution of the improvement is equal to the change in market value that the addition of the improvement causes. For example, adding a bathroom to a house may contribute an additional $15,000 to the appraised value. Thus the contribution of the bathroom is $15,000"
A property owner buys an adjacent parcel and combines it with the original parcel to create a property with a higher value than the total of the two separate property values.  The operative principle of value in this situation is called,assemblage,accretion,progression,subdivision,a,"Assemblage, or the conjoining of adjacent properties, sometimes creates a combined value that is greater than the values of the unassembled properties. The excess value created by assemblage is called plottage value"
"What is the difference between the appraised value of a property and its mortgage value, if any?",They are the same,The appraised value is an appraiser's estimate; mortgage value is the amount a lender will lend for the purchase of the property,The appraised value is an appraiser's estimate; mortgage value is the value a lender imputes to the property as collateral,Appraised value is mortgage value multiplied by a lender's loan-to-value ratio,c,Appraised value is an appraiser's opinion of a property's value. Mortgage value is the value of the property as collateral for a loan
"What is the difference between market value and market price, if any?",They are the same,Market value is an estimate; market price is the price at which a property is offered,Market value is an average price derived from comparable sales; market price is a price based on the cost of creating the property,Market value is an estimate; market price is the price at which a property sold,d,"Market value is an estimate of the price at which a property will sell at a particular time. The market price, as opposed to market value, is what a property actually sells for. Market price should theoretically be the same as market value if all the conditions essential for market value are present. Market price, however, may not reflect the analysis of comparables and of investment value that an estimate of market value includes"
An appraisal is,"a professional appraiser's opinion of value, supported by data and following approved methods",a professional appraiser's estimate of market price,an estimate of sale price offered by a knowledgeable real estate professional,"a broker's opinion of value, based on comparison with recent comparable sales and current listings in the multiple listing service",a,"An appraisal is distinguished from other estimates of value in that it is an opinion of value supported by data and performed by a professional, disinterested third party. Appraisers acting in a professional capacity are also regulated by state laws and bound to standards set by the appraisal industry"
"The first step in the appraisal process, regardless of the appraisal method, is to",identify the highest and best use of the property to be appraised,collect and analyze property data,estimate the value of the land as if it were vacant,define the appraisal problem and the purpose of the appraisal,d,The first step in the process is to define the appraisal problem and the purpose of the appraisal. This involves identifying the subject property by legal description; specifying the interest to be appraised; specifying the purpose of the appraisal; specifying the date for which the appraisal is valid; and identifying the type of value to be estimated
"In the final step of an appraisal, the appraiser reconciles the value estimates derived by the various appraisal approaches by",disregarding the high and low extreme results,averaging the results of all three approaches,weighing the applicability of the approaches and considering the quality of data supporting each approach,choosing the result that is closest to the average for properties in the immediate neighborhood,c,"The final step in the appraisal process is to reconcile the value estimates produced by the three approaches to value into a final value estimate. To do this, an appraiser must weigh the appropriateness of a particular approach to the type of property being appraised and take into account the quality and quantity of data obtained in each method"
Which of the following statements properly describes the central concept of the sales comparison approach?,Find the median price of recently sold comparable properties and add or subtract dollar amounts in the subject property to account for competitive differences,Make dollar adjustments to the sale prices of comparable properties to account for competitive differences with the subject,Find at least three comparable properties that are currently for sale and make dollar adjustments to the listing prices to account for competitive differences with the subject,Apply an appreciation factor to the price at which the subject property most recently sold and make dollar adjustments to account for competitive differences with comparable properties currently for sale,b,"The sales comparison approach consists of comparing sale prices of recently sold properties that are comparable with the subject, and making dollar adjustments to the price of each comparable to account for competitive differences with the subject. After identifying the adjusted value of each comparable, the appraiser weighs the reliability of each comparable and the factors underlying how the adjustments were made. The weighting yields a final value range based on the most reliable factors in the analysis"
One of the strengths of the sales comparison approach is that it,takes into account the subject property's investment value,reveals the profit margin of the builder or developer of the subject property,discovers the underlying value of the subject property apart from the influence of competing properties,takes into account the competitive value of specific amenities of the subject property,d,"The sales comparison approach is widely used because it takes into account the subject property's specific amenities in relation to competing properties. In addition, because of the currency of its data, the approach incorporates present market realities"
"In making dollar adjustments in the sales comparison approach, the appraiser",adds value to a comparable that is inferior to the subject property,adds value to the subject property if it is inferior to a comparable,subtracts value from a comparable that is inferior to the subject property,subtracts value from the subject property if it is inferior to a comparable,a,"If the comparable is inferior to the subject in some characteristic, an amount is added to the price of the comparable. If the comparable is better than the subject in some characteristic, an amount is deducted from the sale price of the comparable. This neutralizes the comparable's competitive advantage or disadvantage in an adjustment category. For example, a comparable has a swimming pool and the subject does not. To equalize the difference, the appraiser deducts an amount, say $6,000, from the sale price of the comparable"
The best comparable property for use in the sales comparison approach is the one that,is located closest to the subject property,requires the fewest and smallest adjustments,sold most recently,was built according to the same plan as the subject and at about the same time,b,"As a rule, the fewer the total number of adjustments, the smaller the adjustment amounts, and the less the total adjustment amount, the more reliable the comparable"
"A house is being appraised using the sales comparison approach.  The house has three bedrooms, two bathrooms, and a patio.  The appraiser selects a comparable house that has three bedrooms, 2.5 bathrooms, and no patio.  The comparable house just sold for $300,000. A half-bath is valued at $5,000, and a patio at $1,000.  Assuming all else is equal, what is the adjusted value of the comparable?","$300,000 ","$304,000 ","$296,000 ","$306,000 ",c,"Since the comparable has an extra half-bath, it is adjusted downward to equalize with the subject. Conversely, since it has no patio, the appraiser adds value to the comparable. Thus, $300,000 minus $5,000 plus $1,000 equals $296,000"
Which of the following statements properly describes the methodology of the cost approach to appraisal?,Apply a depreciation factor to the reported actual cost of acquiring and improving the subject property,Estimate the cost of building the improvements on the subject property,Estimate the land value and add to this the actual cost of the improvements adjusted for competitive differences with similar properties,Add the estimated land value and cost of improvements and subtract the accrued depreciation of the improvements,d,The cost approach consists of estimating the value of the land "as if vacant;" estimating the cost of improvements; estimating and deducting accrued depreciation; and adding the estimated land value to the estimated depreciated cost of the improvements
One of the strengths of the cost approach is that it,takes into account the amount of money required to develop a similar property,is very accurate for a property with new improvements that represent the highest and best use,results in an actual price in dollars instead of an estimated value,reveals the owner's return on money invested in the cost of development,b,The strengths of the cost approach are that it: provides an upper limit for the subject's value based on the undepreciated cost of reproducing the improvements. It is also very accurate for valuing a property with new improvements which are the highest and best use of the property
The principle underlying depreciation from physical deterioration is that,"eventually, a property loses all of its value",a property loses a portion of its value each year because of economic obsolescence,a property loses the same increment of value each year over the economic life of the property,the value lost to depreciation is incurable,c,"All property improvements have an economic life, which becomes incrementally shorter year after year as physical deterioration takes its toll. The property as a whole does not lose value, since land itself does not depreciate. Similarly, an improvement can regain value if it is repaired or updated. Finally, not all properties lose value from economic obsolescence"
"A property is being appraised by the cost approach.  The appraiser estimates that the land is worth $100,000 and the replacement cost of the improvements is $750,000.  Total depreciation from all causes is $70,000.  What is the indicated value of the property?","$680,000 ","$920,000 ","$820,000 ","$780,000 ",d,"$100,000 + $750,000 - $70,000 = $780,000"
Which of the following statements properly describes how to apply the income capitalization approach to appraisal?,Apply a desired rate of return to the price paid for an income property,Divide the income a property generates by a desired rate of return,Estimate the amount of income a property must generate to return the capital amount invested in it,Estimate the rate of return a property owner receives from income generated by the property,b,"An appraiser obtains an indication of value from the income capitalization method by dividing the estimated net operating income for the subject by the rate of return, or capitalization rate. The formula is: NOI / Cap rate = Value"
A strength of the income capitalization approach is that it,uses a rate of return that is required for all potential purchasers in a market,yields an accurate projection of investment income,uses a method that is also used by investors to determine how much they should pay for an investment property,can be used with any type of property in any market,c,"The strength of the income approach is that it is used by investors themselves to determine how much they should pay for a property. Thus, in the right circumstances, it provides a good basis for estimating market value. The approach, however, does not project what an income property's future income will be. Moreover, it is not an applicable method for estimating value if the subject is a non-income producing property"
"A property is being appraised using the income capitalization approach.  Annually, it has an estimated gross income of $30,000, vacancy and credit losses of $1,500, and operating expenses of $10,000.  Using a capitalization rate of nine percent, what is the indicated value (to the nearest $1,000)?","$206,000 ","$167,000 ","$222,000 ","$180,000 ",a,"$30,000 - $1,500 - $10,000 ÷ 0.09 = $205,555.55 ($206,000)"
"An apartment building that sold for $4,500,000 had monthly gross rent receipts of $30,000.  What is its monthly gross rent multiplier?",12.5,0.01,0.08,150,d,"The monthly gross rent multiplier for a property is equal to the price divided by the monthly rent. Thus, ($4,500,000 ÷ $30,000) = 150"
"A rental house has monthly gross income of $1,200.  A suitable gross income multiplier derived from market data is 14.1.  What estimated sale price (to the nearest $1,000) is indicated?","$169,000 ","$102,000 ","$203,000 ","$173,000 ",c,"Multiply the monthly gross income times 12 to derive annual income. Multiply annual income times the gross income multiplier to derive the estimate of price. Thus, $1,200 times 12 equals $14,400. This times 14.1 equals $203,040, or $203,000 rounded"
A certified appraiser is one who has received certification by,a licensed real estate school,the Appraisal Institute,the state in which the appraiser operates,the Appraisal Review Board,c,A state-certified appraiser is one who has passed the necessary examinations and competency standards as established by each state in conformance with the federal standards
The act that required federally-related appraisals to be conducted by a certified appraiser is known as,"the Financial Institutions Reform, Recovery and Enforcement Act (FIRREA)",the Uniform Standards of Professional Appraisal Practice Act (USPAPA),the Appraisal Foundation Authorization and Reform Act (AFAR),the Federal Institution for Regulation and Enforcement of Appraisal Act (FIREAA),a,"Title XI of FIRREA requires that competent individuals whose professional conduct is properly supervised perform all appraisals used in federally-related transactions. As of January 1, 1993, such federally-related appraisals must be performed only by state certified appraisers"
"According to ANSI and Fannie Mae standards,  a room whose floor level is six inches below ground level","must be counted as basement area, not living area.",may be included in Gross Living Area if it meets other requirements for living area.,is classified as “below grade.”,cannot be classified as finished space.,b,"Gross living area is based on the dimensions of all rooms ""above grade"" as measured from the exterior walls of the premises, including stairwells but excluding ""open areas."" Space should be measured to the inch or to 1/10th of a foot and living areas calculated and totaled. Above grade is defined as above the surface of the ground. Living area below-grade (one foot or more) must be counted as basement area – thus not as 100% living area."
