Question,A,B,C,D,Correct Answer,Feedback / Explanation
An estate at will,cannot be terminated,is terminated only if so stated in the lessee's last will and testament,terminates on the death of lessor or lessee,terminates on the date specified in the lease agreement,c,"The estate at will, also called a tenancy at will, has no definite expiration date and hence no ""renewal"" cycle. The landlord and tenant agree that the tenancy will have no specified termination date, provided rent is paid on time and other lease conditions are met. For example, a son leases a house to his father and mother ""forever,"" or until they want to move. The estate at will is terminated by proper notice, or by the death of either party"
"If a tenant occupies a leased property without the consent of the landlord after a lease expires, the type of estate that results is called ",an estate at sufferance,a holdover estate,an adverse leasehold,a hostile leasehold,a,"In an estate at sufferance, a tenant occupies the premises without consent of the landlord or other legal agreement with the landlord. Usually such an estate involves a tenant who fails to vacate at the expiration of the lease, continuing occupancy without any right to do so"
"When a single individual or entity owns a fee or life estate in a real property, the type of ownership is",tenancy in severalty,tenancy by the entireties,absolute fee simple,legal fee simple,a,"If a single party owns the fee or life estate, the ownership is a tenancy in severalty"
"Three people have identical rights but unequal shares in a property, share an indivisible interest, and may sell or transfer their interest without consent of the others. This type of ownership is",joint tenancy,equal ownership,tenancy in common,estate in severalty,c,"Tenancy in common, co-tenants enjoy an individually owned, undivided interest; any ownership share possible; no survivorship"
The "four unities" required to create a joint tenancy include which of the following conditions?,Parties must acquire respective interests at the same time,Parties must be legally married at the time of acquiring interest,Parties must be family members,Parties must have joint financial resources,a,"All owners must acquire the property at the same time, use the same deed, acquire equal interests, and share in equal rights of possession"
"Unlike tenants in common, joint tenants",own distinct portions of the physical property,cannot will their interest to a party outside the tenancy,may own unequal shares of the property,cannot sell their interest to outside parties,b,"The survivorship feature of joint tenancy presents an advantage to tenancy in common, in that interests pass without probate proceedings. On the other hand, joint tenants relinquish any ability to will their interest to parties outside of the tenancy"
"In a community property state, a basic distinction is made between",property acquired together and property acquired separately over the duration of the marriage,property owned privately versus property owned by the state,property acquired during a marriage and property already owned by each party at the time of marriage,property acquired during the marriage and property acquired after the marriage,c,Community property law distinguishes real and personal property into categories of separate and community property. Separate property belongs to one spouse; community property belongs to both spouses equally
Who are the essential parties involved in an estate in trust?,"Owner, trustor and lawyer","Owner, trustor and trustee","Trustee, title company, and beneficiary","Trustor, trustee and beneficiary",d,"In an estate in trust, a fee owner-- the grantor or trustor-- transfers legal title to a fiduciary-- the trustee-- who holds and manages the estate for the benefit of another party, the beneficiary"
The distinguishing features of a condominium estate are,ownership of a share in an association that owns one's apartment,tenancy in common interest in airspace and common areas of the property,fee simple ownership of the airspace in a unit and an undivided share of the entire property's common areas,fee simple ownership of a pro rata share of the entire property,c,"Multi-unit residential or commercial properties. It combines ownership of a fee simple interest in the airspace within a unit with ownership of an undivided share, as a tenant in common"
Who owns the property in a time-share estate?,Ownership is shared by the developer and the broker,The property is owned by tenants in common or by a freehold owner who leases on a time-share basis,A real estate investment trust holds a fee simple estate,A general partner holds a fee simple interest and interval estates are owned by limited partners,b,"Timeshare ownership is a fee or leasehold interest in a property whose owners or tenants agree to use the property on a periodic, non-overlapping basis"
Which of the following is true of a cooperative?,A cooperative may hold an owner liable for the unpaid operating expenses of other owners,The owners have a fee simple interest in the airspace of their respective apartments,Owners may retain their apartments even if they sell their stock in the cooperative,The proprietary lease is guaranteed to have a fixed rate of rent over the life of the lease term,a,"Since the corporation owns an undivided interest in the cooperative property, debts and financial obligations apply to the property as a whole, not to individual units as in a condominium"
One difference between a cooperative estate and a condominium estate is that,"a default by a coop owner may cause a foreclosure on the entire property instead of just a single unit, as with a condominium",the condominium owner must pay expenses as well as rent,the coop owner owns stock and a freehold real estate interest whereas the condominium owner simply owns real estate,the condominium owner owns the common elements and the airspace whereas the coop owner only owns the apartment,a,"Should the cooperative corporation fail to meet its obligations, creditors and mortgagees may foreclose on the entire property. A completed foreclosure would terminate the shareholders' proprietary lease, and bankrupt the owning corporation. Compare this situation with that of a condominium, in which an individual's failure to pay endangers only that individual's unit, not the entire property"
A unique feature of a land trust is that,the trustee controls both the trustor and the beneficiary,the trustee takes ownership of both land and improvements,the identity of the beneficiary may not be identified,the properties in the trust are probated in the states where the properties are located,c,Beneficiary identity not on record - public records do not identify the beneficiary; the beneficiary owns and enjoys the property in secrecy
"If a single party owns the fee or life estate, the ownership is a ",tenancy in common,tenancy in severalty,tenancy by the entirety,tenancy in partnership,b,"If a single party owns the fee or life estate, the ownership is a tenancy in severalty. Synonyms are sole ownership, ownership in severalty, and estate in severalty"
Ownership in severalty is synonymous with which of the following terms?,Estate in common,Co-owners,Joint tenancy,Sole ownership,d,"If a single party owns the fee or life estate, the ownership is a tenancy in severalty. Synonyms are sole ownership, ownership in severalty, and estate in severalty"
The most common form of co-ownership when the owners are not married is the,tenancy by the entireties,tenancy in common,joint tenancy,tenancy in severalty,b,"The tenancy in common, also known as the estate in common, is the most common form of co-ownership when the owners are not married"
Which of the following is a defining characteristic of tenancy in common?,The right of survivorship,No survivorship,One owner,Unity of time,b,"two or more owners, identical rights, interests individually owned, electable ownership shares, no survivorship, no unity of time."
Joint tenants may only convey their interests to outside parties as,joint tenant interest,tenancy by the entirety interest,community property interest,tenants-in-common interest,d,"In a joint tenancy, two or more persons collectively own a property as if they were a single person. Rights and interests are indivisible and equal: each has a shared interest in the whole property which cannot be divided up. Joint tenants may only convey their interests to outside parties as tenant-in-common interests. One cannot convey a joint tenant interest"
"To create a joint tenancy, all owners must",occupy the property at the same time,be married,own equal shares in the property,hold separate titles to their individual interests,c,"Joint tenants own equal shares in the property, without exception. If there are four co-tenants, each owns 25% of the property. If there are ten co-tenants, each owns 10%"
A ____________ is a legal avenue for an owner who wants to dispose of his or her interest against the wishes of other co-owners,Listing agreement,Sales contract,partition suit,suit to quiet title,c,"A partition suit is a legal avenue for an owner who wants to dispose of his or her interest against the wishes of other co-owners. The suit petitions the court to divide, or partition, the property physically, according to the owner's respective rights and interests"
Community property consists of property,owned by either spouse at the time of the marriage,acquired by either spouse through inheritance during the marriage,acquired with separate-property funds,acquired by either party during the marriage,d,Community property law distinguishes real and personal property into categories of separate and community property. Separate property belongs to one spouse; community property belongs to both spouses equally. Community property consists of all property earned or acquired by either party during the marriage
"In a community property state, upon the death of the separate property owner, the property ",passes to the heirs by will or laws of descent,automatically passes to the surviving spouse regardless of an existing will,automatically becomes community property,will be owned equally by the surviving spouse and heirs,a,"Upon the death of the separate property owner, the property passes to heirs by will or laws of descent"
"In an estate in trust, the fee owner is known as the",trustee,trustor,beneficiary,trust,b,"In an estate in trust, a fee owner-- the grantor or trustor-- transfers legal title to a fiduciary-- the trustee-- who holds and manages the estate for the benefit of another party, the beneficiary"
"In an estate in trust, a fee owner transfers legal title to a fiduciary known as the ",trustee,trustor,beneficiary,grantor,a,"In an estate in trust, a fee owner-- the grantor or trustor-- transfers legal title to a fiduciary-- the trustee-- who holds and manages the estate for the benefit of another party, the beneficiary"
Which of the following statements is true regarding the provisions of a living trust?,"A living trust allows the trustor, during his or­­ her lifetime, to convey title to a trustee",A living trust allows the trustor to convey title upon the death of the trustor,The trustee receives all income and sales proceeds,A living trust is the same as a will,a,"A living trust allows the trustor, during his or­­ her lifetime, to convey title to a trustee for the benefit of a third party. The trustor charges the trustee with all necessary responsibilities for managing the property, protecting its value, and securing whatever income it may produce"
Which of the following statements is true regarding the provisions of a land trust?,"In a land trust, the beneficiary can never be trustor","In a land trust, the beneficiary must be the trustee","The land trust applies only to real property, not to personal property","The land trust applies only to personal property, not to real property",c,"A land trust allows the trustor to convey the fee estate to the trustee and to name himself or herself the beneficiary. The land trust applies only to real property, not to personal property. The agreement, or deed in trust, grants the beneficiary the right to possess and use the property and to exercise control over the actions of the trustee"
The distinguishing features of the land trust are all of the following EXCEPT,the beneficiary controls the property,the trustee controls the beneficiary,the beneficiary is not identified on public records,the term of the land trust is limited,b,"beneficiary controls property, beneficiary controls trustee, beneficiary identity not on record, limited term."
Which of the following statements is true regarding one’s liability in a limited partnership?,The general partners bear full liability for debts and obligations,The general partners bear no liability,The limited partners bear full liability,All the partners are protected from bearing any personal liability,a,"All the general partners in a limited partnership bear full liability for debts and obligations. A limited partnership has two or more partners, one or more being general partners and the others limited partners. The general partners run the business and are liable for debts and obligations. The limited partners are liable only to the extent of their investment in the partnership"
"The unique aspect of the condominium is its _________________ interest in the airspace contained within the outer walls, floors, and ceiling of the building unit",tenancy in common ,joint tenancy,tenancy by the entirety ,fee simple,d,"The unique aspect of the condominium is its fee simple interest in the airspace contained within the outer walls, floors, and ceiling of the building unit. This airspace may include internal walls, which are not essential to the structural support of the building"
The common elements in a condominium include all of the following EXCEPT,the land,recreational facilities,the building units,exterior windows,c,"Common elements are all portions of the property that are necessary for the existence, operation, and maintenance of the condominium units. Common elements include the land (if not leased); structural components of the building, such as exterior windows, roof, and foundation; physical operating systems supporting all units, such as plumbing, power, communications installations, and central air conditioning; recreational facilities; building and ground areas used non-exclusively, such as stairways, elevators, hallways, and laundry rooms"
"In a condominium, the unit owners hold an exclusive interest in their individual apartments and co-own common elements with other unit owners as ",tenants by the entirety,tenants in common,joint tenants,tenants in severalty,b,"The condominium unit can be owned jointly, in severalty, in trust, or in any other manner allowed by state law. Unit owners hold an exclusive interest in their individual apartments and co-own common elements with other unit owners as tenants in common"
Condominium properties are created by executing and recording a,management agreement and an owner’s association,condominium declaration and a master deed,deed and survey,legal description and a proprietary lease,b,Condominium properties are created by executing and recording a condominium declaration and a master deed
Which of the following statements regarding condominiums is true?,The shareholders of a condominium acquire a proprietary lease,Each condominium unit is individually assessed and taxed,A lender may foreclose on the entire condominium building if a unit owner defaults,A condominium unit owner’s interest is personal property,b,Condominium units are individually assessed and taxed. The assessment pertains to the value of the exclusive interest in the apartment as well as the unit's pro-rata share of common elements
Which of the following statements regarding cooperatives is true?,The shareholders of a cooperative acquire a proprietary lease,Each cooperative unit is individually assessed and taxed,A lender may foreclose on a single unit if the owner of that unit defaults,A cooperative unit owner’s interest is real property,a,"In a cooperative, or co-op, one owns shares in a non-profit corporation or cooperative association, which in turn acquires and owns an apartment building as its principal asset. Along with this stock, the shareholder acquires a proprietary lease to occupy one of the apartment units"
The corporate entity of the cooperative association is the only party in the cooperative with,a real property interest,a personal property interest,a trade fixture interest,an ownership interest with individual units,a,"The corporate entity of the cooperative association is the only party in the cooperative with a real property interest. The association's interest is an undivided interest in the entire property. There is no ownership interest in individual units, as with a condominium"
"Which type of ownership is described as a fee or leasehold interest in a property whose owners or tenants agree to use the property on a periodic, non-overlapping basis?",Cooperative ownership,Hotel condominium ownership,Periodic tenancy ownership ,Time-share ownership,d,"Time-share ownership is a fee or leasehold interest in a property whose owners or tenants agree to use the property on a periodic, non-overlapping basis. This type of ownership commonly concerns vacation and resort properties"
A freehold time-share is also known as,an estate at will,a less than freehold estate,a life estate,an interval ownership estate,d,"In a freehold time-share, or interval ownership estate, tenants in common own undivided interests in the property. Expense prorations and rules governing interval usage are established by separate agreement when the estate is acquired"
Which of the following terms is defined “as personal and real property ownership created to take effect during one's lifetime or after one's lifetime”?,Trust,Land trust,Living trust,Testamentary,c,The definition of living trust is personal and real property ownership created to take effect during one's lifetime (living trust) or after one's lifetime (testamentary)
"Which of the following terms is defined as “equal, undivided interest jointly owned by husband and wife”?",Tenancy in severalty,Community property ,Tenancy by the entirety,Tenancy in partnership,c,"The definition of tenancy by the entirety is equal, undivided interest jointly owned by husband and wife"
"Which of the following terms is defined as “ownership of shares in owning corporation, plus proprietary lease in a unit; corporation has sole, undivided ownership”?",Cooperatives,Condominiums,Partnerships,Trusts,a,"The definition of cooperatives is ownership of shares in owning a corporation, plus proprietary lease in a unit; corporation has sole, undivided ownership living trust allows the trustor, during his or­­ her lifetime, to convey title to a trustee for the benefit of a third party"
The co-op interest is transferred by,recording the deed in county records,delivering a deed to the buyer,assigning both the stock certificates and lease to the buyer,signing a living trust and transferring interest to the buyer,c,The co-op interest is transferred by assigning both the stock certificates and lease to the buyer
The proprietor-tenant in a cooperative is responsible for the,unit's pro-rata share of the corporation's expenses,unit’s monthly mortgage payment,unit’s yearly tax bill,building’s maintenance,a,"The co-op lease is called a proprietary lease because the tenant is an owner (proprietor) of the corporation that owns the property. The lease has no stated or fixed rent. Instead, the proprietor-tenant is responsible for the unit's pro-rata share of the corporation's expenses in supporting the cooperative. Unit owners pay monthly assessments"
Which of the following is a feature of a corporation?,The beneficiary controls the corporation,The trustee controls the corporation,The corporation may be own real estate in severalty,The corporation may own real estate by the entirety,c,"A corporation is a legal entity owned by stockholders.  An elected board of directors oversees the business. Officers and managers conduct day-to-day activities. Officers and directors may be held fully liable for the corporation’s actions, while shareholders are liable only to the extent of the value of their shares. Corporations, like individuals, may own real estate in severalty or as tenants in common"
Which of the following is true of a tenancy in common?,The co-owners must be married,The tenants share an indivisible interest,The tenants must acquire their interests at the same time,The tenants own equal shares of the estate,b,The tenants share an indivisible interest of the common elements
A tenant in common can ,"sell, encumber or transfer his or her interest to an outside party without the consent of the other tenants in common",use his or her interest in the estate to encumber the entire estate,"sell, encumber or transfer his or her interest only to the other tenants in common","sell, encumber or transfer his or her interest only with the consent of all the other tenants in common",a,"All tenants in common have distinct and separable ownership of their respective interests. Co-tenants may sell, encumber, or transfer their interests without obstruction or consent from the other owners"
"When a tenant in common dies, what happens to the tenant's interest in the estate?",It is divided equally among the surviving tenants in common,The surviving tenants must buy the interest from the deceased tenant's heirs or sell their interests to the heirs,It becomes a joint tenancy,It passes by probate to the deceased tenant's heirs,d,A deceased co-tenant's estate passes by probate to the decedent's heirs and devisees rather than to the other tenants in common. Any number of heirs can share in the ownership of the willed tenancy
Which of the following is true of a joint tenancy?,The tenants can determine the size of the share owned by each tenant,The size of the tenant's shares is determined by the amount of equity each has invested in the property,The tenants have an equal and indivisible ownership interest,"There can be no more than two co-owners, and each has a fifty percent interest",c,"In a joint tenancy, two or more persons collectively own a property as if they were a single person. Rights and interests are indivisible and equal: each has a shared interest in the whole property which cannot be divided up. Joint tenants may only convey their interests to outside parties as tenant-in-common interests. One can not convey a joint tenant interest"
"In contrast to a tenancy in common, in a joint tenancy",there is a single title to the property,there are as many titles to the property as there are co-owners,title is held by a corporate entity,co-owners who are married hold separate titles,a,"Whereas tenants in common hold separate title to their individual interests, joint tenants together hold a single title to the property. This is referred to as unity of ownership"
"If a joint tenant sells his or her interest to an outside party,",the new owner becomes a joint tenant,the new owner is a tenant in common,the joint tenancy terminates and all owners become tenants in common,the joint tenancy terminates and the owners must create a new joint tenancy to include the new owner,b,"A joint tenant may transfer his or her interest in the property to an outside party, but only as a tenancy in common interest. Whoever acquires the interest co-owns the property as a tenant in common with the other joint tenants"
"When a joint tenant dies, what happens to the tenant's interest in the estate?","It passes to the decedent's heirs, who become joint tenants",It passes as a tenancy in common to the decedent's heirs,The joint tenancy terminates and becomes a tenancy in common with the decedent's heirs and the surviving tenants as co-owners,It passes to the surviving joint tenants,d,"n most states, joint tenants enjoy rights of survivorship: if a joint tenant dies, all interests and rights pass to the surviving joint tenants free from any claims of creditors or heirs. When only one joint tenant survives, the survivor's interest becomes an estate in severalty, and the joint tenancy is terminated"
The most common form of co-ownership when the owners are not married is,tenancy in common,joint tenancy,tenancy by the entireties,tenancy in partnership,a,"The tenancy in common, also known as the estate in common, is the most common form of co-ownership when the owners are not married"
"If a co-owner in a joint tenancy or tenancy in common wants to dispose of his or her interest against the wishes of the other co-owners, the co-owner can",sue in court for a termination of the tenancy and partition of the property,deed the property to himself or herself as a tenancy in severalty,create a trust with himself or herself as sole beneficiary,file a foreclosure suit to force the other owners to sell their interests,a,"A partition suit is a legal avenue for an owner who wants to dispose of his or her interest against the wishes of other co-owners. The suit petitions the court to divide, or partition, the property physically, according to the owner's respective rights and interests. If this is not reasonably feasible, the court may order the property sold, whereupon the interests are liquidated and distributed proportionately"
Two individuals can own a house as tenants by the entireties if,they so elect at the time of acquiring title,they are blood relatives,they are married,they incorporate,c,Tenancy by the entireties is a form of ownership traditionally reserved for husband and wife
One of the benefits offered by ownership in a tenancy by the entireties is,the estate is subject to foreclosure only for jointly incurred debts,the estate may be terminated only by mutual agreement,the estate is not subject to foreclosure,a co-owner may transfer his or her fractional interest without the consent of other co-owners,a,No foreclosure for individual debts. The estate is subject to foreclosure only for jointly incurred debts
"When an estate is held in a trust, who holds legal title?",The beneficiary,The trustor,The trustee,The grantor,c,"In an estate in trust, a fee owner-- the grantor or trustor-- transfers legal title to a fiduciary-- the trustee-- who holds and manages the estate for the benefit of another party, the beneficiary"
"When real property is held in a land trust, who controls the property?",The trustor,The trustee,The beneficiary,The property manager appointed by the trustee,c,Beneficiary controls property - this includes occupancy and control of rents and sale proceeds
A condominium owner can,sell or mortgage the condominium unit without hindrance from individual owners of neighboring units,sell the interest in the physical unit separately from the interest in the common elements,exclude non-owners from the unit owner's pro rata portion of the common elements,exclusively possess and use those portions of the common areas structurally or functionally necessary for the operation of the unit,a,"Condominium units can be individually sold, mortgaged, or otherwise encumbered without interference from other unit owners"
A condominium owner's assessments for maintenance and operation are based on ,the unit's pro rata share of floor space,the unit's pro rata share of the property value as defined in the declaration,the number of shares the owner purchased in the condominium association,the assessed value of the condominium unit,b,Condominium units are individually assessed and taxed. The assessment pertains to the value of the exclusive interest in the apartment as well as the unit's pro rata share of common elements
The owner of a cooperative owns,shares in a corporation or association and a proprietary lease in a physical unit,a fee simple interest in a physical unit plus a tenancy in common in common elements,a tenancy in common in a physical unit and the common areas,a ground lease in the physical unit's pro rata share of land and a proprietary lease in the unit,a,"In a cooperative, or co-op, one owns shares in a non-profit corporation or cooperative association, which in turn acquires and owns an apartment building as its principal asset. Along with this stock, the shareholder acquires a proprietary lease to occupy one of the apartment units"
"In a cooperative, real property is owned only by",the individual unit owners,the individual unit owners and the cooperative association,the cooperative developer,the corporate entity of the cooperative association,d,"The corporate entity of the cooperative association is the only party in the cooperative with a real property interest. The association's interest is an undivided interest in the entire property. There is no ownership interest in individual units, as with a condominium"
"In a time-share freehold, owners acquire",undivided interests as tenants in common,a tenancy from period-to-period for a portion of a year,a pro rata share of a leased fee,a tenancy in severalty for a portion of a year,a,"In a freehold time-share, or interval ownership estate, tenants in common own undivided interests in the property. Expense prorations and rules governing interval usage are established by separate agreement when the estate is acquired"
What is the principal purpose underlying legal descriptions of real property?,"To create a consistent, unchanging standard for locating the property",To eliminate all possible boundary disputes,To comply with federal laws,To eliminate cumbersome metes and bounds descriptions,a,A legal description of real property is one which accurately locates and identifies the boundaries of the subject parcel to a degree acceptable by courts of law in the state where the property is located. Legal description provides accuracy and consistency over time
Which of the following is a distinctive feature of metes and bounds descriptions?,They use meridians and base lines,"They identify an enclosed area, beginning and ending at the same point",They use lot and block numbers.as the street address,They incorporate elevation into the descriptions,b,"A metes and bounds description always identifies an enclosed area by starting at an origination point, called ""point of beginning,"" or POB, and returning to the POB at the end of the description"
A certain legal description contains the phrase "...southeasterly along Happ Road to the stone landmark..." What kind of description is this?,Plat survey plat of survey is,Government grid,Metes and bounds,Rectangular survey,c,"A metes and bounds description identities the point of beginning and describes the distance and direction from that point to the first monument, and thence to subsequent monuments and back to the beginning to define the property's enclosed perimeter"
The abbreviation POB stands for,perimeter of boundaries,point of beginning,point of bounds,plat of boundary,b,POB stands for "point of beginning."
What are the approximate dimensions of a township in the rectangular survey system?,Thirty-six miles on a side,Twenty-five square miles,Depends on the state,Six miles by six miles,d,A township is a square with six miles on each side. Its area is 36 square miles
The area running north and south between meridians is a,range,township,strip,tier,a,The north-south area between consecutive meridians is called a range
The area running east and west between base lines is a,range,tier,parameter,parallel,b,"The east-west area between two parallels is called a tier, or a township strip"
How many sections are there in a township?,One,Six,Twelve,Thirty-six,d,The rectangular survey system divides a township into thirty-six sections
A section contains how many acres?,640,320,160,40,a,"Each side of a section is one mile in length. Thus the area of a section is one square mile, or 640 acres"
How many acres are there in the S 1/2 of the NW ¼ of Section 3?,20 acres,40 acres,80 acres,160 acres,c,"Each section is 640 acres. Starting from right to left, the northwest quarter section is 160 acres (640 ÷ 4). The southern 1/2 of the 160 acres is 80 acres (160 ÷ 2)"
"If a parcel does not have a lot and block number and is too irregular to be described as a fraction of a section, the legal description",is the street address,will include a metes and bounds description,will use an estimate of the sectional fraction,will create a special reference number,b,"For an irregular shape, such as a triangle, the full description has to include a metes and bounds or lot and block description"
The legal description of a parcel in a subdivision that has been recorded with lot and block numbers on a plat of survey is,"the lot and block number, with section, township and meridian references",the standard rectangular survey description,the subdivision plat map,the lot and block number,a,"The subdivision plat map is recorded in the county where the subdivision is located. The recorded lot and block numbers of a subdivision parcel, along with its section, township and meridian reference, become the property's legal description"
A datum is a reference point used for legal descriptions of,agricultural and ranch properties,properties that straddle state boundaries,properties located above or below the earth's surface,irregularly-shaped properties,c,"To describe property located above or below the earth's surface, a surveyor must know the property's elevation. Standard elevation reference points, called ""datums,"" have been established throughout the country"
A description of a parcel of property which accurately locates and identifies the boundaries of the subject parcel to a degree acceptable by courts of law is known as,an address,the general description,the legal description,the public record,c,A legal description of real property is one which accurately locates and identifies the boundaries of the subject parcel to a degree acceptable by courts of law in the state where the property is located
The general criterion for a legal description is that ,it provides sufficient data for the average person to locate the parcel,it provides sufficient data to convey title,it provides proof of ownership,it provides sufficient data for a surveyor to locate the parcel,d,The general criterion for a legal description is that it alone provides sufficient data for a surveyor to locate the parcel. A legal description identifies the property as unique and distinct from all other properties
Methods employed in legal descriptions facilitate all the following EXCEPT,transfers of ownership,proof of ownership,boundary disputes,problems with potential encroachments,b,"Legal descriptions facilitate transfers of ownership, prevent boundary disputes and assist in resolving problems with encroachments and chain of title"
Which of the following activities requires a legal description?,Creating a valid deed of conveyance,Creating a valid will,Executing a listing agreement,Erecting a fence,a,"A legal description is required for: public recording, creating a valid deed of conveyance or lease, completing mortgage documents, executing and recording other legal documents"
A legal description provides a basis for,court rulings on nonconforming use and variances,court rulings on encroachments and easements,transferring and recording ownership interest,determining market value and salability,b,A legal description provides a basis for court rulings on encroachments and easements
Which of the following legal description method is generally used in the East Coast states?,The metes and bounds method,The rectangular survey method,The recorded plat method,The lot and block method,a,"Since the metes and bounds method preceded the inception of the rectangular survey system, the older East Coast states generally employ metes and bounds descriptions. States in the Midwest and West predominantly use the rectangular survey system. Some states combine methods"
Which of the following statements is true regarding the metes and bounds system? ,A metes and bounds description must return to the point of beginning (POB),The term metes refer to monuments and landmarks,The surveyor is not allowed to use artificial markers as stakes,The metes and bounds method is predominantly used in the Midwest,a,"A metes and bounds description identifies the boundaries of a parcel of real estate using reference points, distances, and angles. The description always identifies an enclosed area by starting at an origination point, called point of beginning, or POB, and returning to the POB at the end of the description. A metes and bounds description must return to the POB in order to be valid"
"The north-south, longitudinal lines on the survey grid are called",townships,sections,meridians,tiers,c,"The north-south, longitudinal lines on the survey grid are meridians. The principal meridian is the single designated meridian for identifying townships in the principal meridian's geographical ""jurisdiction."" There are 37 principal meridians in the national survey"
The southeast corner of every township is always identified as which section?,Section 1,Section 6,Section 31,Section 36,d,"The sections in a township are numbered sequentially starting with Section 1 in the northeast corner, proceeding east to west across the top row, continuing from west to east across the next lower row, and so on, alternately, ending with Section 36 in the southeast corner"
How many acres are contained in the SW1/4 of the SW1/2 of Section 16? ,640 acres,320 acres,160 acres,80 acres,d,640 divided by 4 divided by 2 = 80
How many acres are contained in the SW1/4 and the SW1/2 of Section 16?,640 acres,480 acres,320 acres,80 acres,b,"640 divided by 4 =160, 640 divided by 2 = 320, 160 + 320 = 480"
The recorded plat method is also called the ,lot and block system,plat of survey,subdivision plat map,recorder’s office,a,"The recorded plat method, also called the lot and block system is used to describe properties in residential, commercial, and industrial subdivisions"
"Standard elevation reference points, called ___________, have been established throughout the country",benchmarks,datums,tiers,ranges,b,"To describe property located above or below the earth's surface, such as the air rights of a condominium, a surveyor must know the property's elevation. Standard elevation reference points, called datums, have been established throughout the country"
"Surveyors have identified local elevation markers, called ____________, to provide reference elevations for nearby properties",benchmarks,datums,tiers,ranges,a,"In many cases, it is impractical for a surveyor to rely on a single datum for an entire surveying area. To simplify matters, surveyors have identified local elevation markers, called benchmarks, to provide reference elevations for nearby properties. Once a benchmark is registered, it provides a valid reference point for surveying other elevations in the immediate area"
Which of the following is used in surveyed subdivisions?,The rectangular survey method,The metes and bounds method,The recorded plat method,The survey grid method,c,"The recorded plat method, or lot and block system is used in surveyed subdivisions"
A legal description of a property is one which,accurately locates and identifies the boundaries of the property and distinguishes it from all other properties,accurately identifies the boundaries of the property and describes the location and dimensions of any improvements on the property,is accepted by a licensed surveyor as suitable for inclusion in a survey of the property,written by an attorney licensed to practice real estate law in the state in which the property is located,a,A legal description of real property is one which accurately locates and identifies the boundaries of the subject parcel to a degree acceptable by courts of law in the state where the property is located. The general criterion for a legal description is that it alone provides sufficient data for a surveyor to locate the parcel. A legal description identifies the property as unique and distinct from all other properties
What method of legal description was the first one used in America?,Rectangular survey system,Metes and bounds system,Recorded plat system,Range and tier system,b,"A metes and bounds description identifies the point of beginning and describes the distance and direction from that point to the first monument, and thence to subsequent monuments and back to the beginning to define the property's enclosed perimeter"
A certain property has the following general features: Which of the following statements would provide a (partial) metes and bounds description of the property?,"Commencing at A, thence south 0 degrees east to B, thence north 45 degrees west to C, thence north 0 degrees west to D, thence north 90 degrees east to the point of beginning","Commencing at A, thence 90 degrees south to B, thence west 45 degrees north to C,  then east to the point of beginning","Commencing at A, thence south 90 degrees west to B, thence north 45 degrees west to C, thence north 0 degrees east to D, thence 90 degrees east to the point of beginning","Commencing at A, thence south 0 degrees east to B, thence west 45 degrees north to C, thence north 0 degrees east to D, thence east 0 degrees north to the point of beginning",a,The metes and bounds descriptions begin and end at the same point.  Only option A will get you back to the POB
The fundamental components of the metes and bounds system are,"parallels, base lines, and meridians","boundaries, distances, and a base line","reference points, angles, and distances","lot numbers, sections, and ranges",c,"A metes and bounds description identifies the boundaries of a parcel of real estate using reference points, distances, and angles. The description always identifies an enclosed area by starting at an origination point, called point of beginning, or POB, and returning to the POB at the end of the description"
A legal description in the rectangular survey system will also include a metes and bounds or lot and block description if the property,falls within two townships,is more than six miles from a standard parallel,has been surveyed since 1790,is irregular in shape,d,"For an irregular shape, such as a triangle, the full description has to include a metes and bounds or lot and block description"
Which of the following best describes a meridian?,An east-west line that corresponds to a latitude on a rectangular survey grid,An east-west latitudinal  line 6 miles in length used to describe a township’s north or south border,A north-south longitudinal line on a rectangular survey grid,A north-south longitudinal line 6 miles in length used to describe a township’s east or west border,c,"The north-south, longitudinal lines on a rectangular survey grid are meridians"
What is the purpose of a principal meridian and base parallel?,Used to divide townships into sections,Identifying townships in the jurisdiction,To establish the distance between all meridians and parallels,To differentiate a tier from a range,b,The principal meridian is the single designated meridian for identifying townships in the principal meridian's geographical "jurisdiction." The base parallel or base line is the designated line for identifying townships
How far apart are parallels?,Six miles,One mile,Twenty-four miles,Thirty-six miles,a,"Parallels are for identifying townships. Townships are six miles by six miles in size, making parallels six miles apart"
Which of the following is true?,A township is the area enclosed by principal meridians and base parallels,A township’s sections are six miles apart,There are 36 townships in a section,There are 36 sections in a township,d,"A township is a square with six miles on each side. Its area is 36 square miles. Each section within a township is one square mile, making 36 sections in a township"
A range is defined by,two consecutive parallels,two consecutive meridians,the distance between a principal meridian and a base parallel,a parallel and a meridian,b,The "vertical" area between consecutive meridians is called a range. A range is identified by its relationship to the principal meridian. All ranges are six miles wide
A tier is defined by,two consecutive township strips,two consecutive meridians,two consecutive parallels,a parallel and a meridian,c,"The ""horizontal"" area between two parallels is called a tier, or a township strip. A tier is identified by its relationship to the base parallel. All tiers are six miles wide"
What are the dimensions of a township?,One mile by one mile,Six square miles,Six miles by six miles,One square mile,c,"A township is the area enclosed by the intersection of two consecutive meridians and two consecutive parallels. Since the parallels and meridians are six miles apart, a township is a square with six miles on each side. Its area is therefore 36 square miles"
